 m,M ->b,B
x-axis: "cos(p1,p3)"  from -1.000000 to 1.000000 N_points= 100
Diff. cross section [pb]
-9.900000E-01 3.954710E-03
-9.700000E-01 3.876575E-03
-9.500000E-01 3.801958E-03
-9.300000E-01 3.730859E-03
-9.100000E-01 3.663276E-03
-8.900000E-01 3.599211E-03
-8.700000E-01 3.538664E-03
-8.500000E-01 3.481633E-03
-8.300000E-01 3.428120E-03
-8.100000E-01 3.378125E-03
-7.900000E-01 3.331647E-03
-7.700000E-01 3.288686E-03
-7.500000E-01 3.249242E-03
-7.300000E-01 3.213316E-03
-7.100000E-01 3.180907E-03
-6.900000E-01 3.152015E-03
-6.700000E-01 3.126641E-03
-6.500000E-01 3.104784E-03
-6.300000E-01 3.086445E-03
-6.100000E-01 3.071622E-03
-5.900000E-01 3.060317E-03
-5.700000E-01 3.052530E-03
-5.500000E-01 3.048260E-03
-5.300000E-01 3.047507E-03
-5.100000E-01 3.050271E-03
-4.900000E-01 3.056553E-03
-4.700000E-01 3.066352E-03
-4.500000E-01 3.079669E-03
-4.300000E-01 3.096503E-03
-4.100000E-01 3.116854E-03
-3.900000E-01 3.140722E-03
-3.700000E-01 3.168108E-03
-3.500000E-01 3.199011E-03
-3.300000E-01 3.233432E-03
-3.100000E-01 3.271370E-03
-2.900000E-01 3.312825E-03
-2.700000E-01 3.357797E-03
-2.500000E-01 3.406287E-03
-2.300000E-01 3.458294E-03
-2.100000E-01 3.513819E-03
-1.900000E-01 3.572861E-03
-1.700000E-01 3.635420E-03
-1.500000E-01 3.701497E-03
-1.300000E-01 3.771090E-03
-1.100000E-01 3.844202E-03
-9.000000E-02 3.920830E-03
-7.000000E-02 4.000976E-03
-5.000000E-02 4.084639E-03
-3.000000E-02 4.171820E-03
-1.000000E-02 4.262518E-03
1.000000E-02 4.356733E-03
3.000000E-02 4.454466E-03
5.000000E-02 4.555716E-03
7.000000E-02 4.660483E-03
9.000000E-02 4.768768E-03
1.100000E-01 4.880570E-03
1.300000E-01 4.995889E-03
1.500000E-01 5.114726E-03
1.700000E-01 5.237080E-03
1.900000E-01 5.362951E-03
2.100000E-01 5.492340E-03
2.300000E-01 5.625246E-03
2.500000E-01 5.761669E-03
2.700000E-01 5.901610E-03
2.900000E-01 6.045068E-03
3.100000E-01 6.192043E-03
3.300000E-01 6.342536E-03
3.500000E-01 6.496546E-03
3.700000E-01 6.654073E-03
3.900000E-01 6.815118E-03
4.100000E-01 6.979680E-03
4.300000E-01 7.147759E-03
4.500000E-01 7.319356E-03
4.700000E-01 7.494470E-03
4.900000E-01 7.673101E-03
5.100000E-01 7.855250E-03
5.300000E-01 8.040916E-03
5.500000E-01 8.230099E-03
5.700000E-01 8.422800E-03
5.900000E-01 8.619018E-03
6.100000E-01 8.818754E-03
6.300000E-01 9.022007E-03
6.500000E-01 9.228777E-03
6.700000E-01 9.439064E-03
6.900000E-01 9.652869E-03
7.100000E-01 9.870191E-03
7.300000E-01 1.009103E-02
7.500000E-01 1.031539E-02
7.700000E-01 1.054326E-02
7.900000E-01 1.077465E-02
8.100000E-01 1.100956E-02
8.300000E-01 1.124799E-02
8.500000E-01 1.148993E-02
8.700000E-01 1.173539E-02
8.900000E-01 1.198437E-02
9.100000E-01 1.223687E-02
9.300000E-01 1.249288E-02
9.500000E-01 1.275241E-02
9.700000E-01 1.301546E-02
9.900000E-01 1.328202E-02
